Date,Altitude,Latitude,Longitude,ETo,Rn,Rs,max_temp,min_temp,mean_temp,max_RH,min_RH,mean_RH,U2,n/N,rainfall
9/18/1960,18.288,38°32',121°46',165.00,236.80,505.00,92.00,45.00,68.50,97.00,19.00,58.00,69.00,1.00,
9/19/1960,18.288,38°32',121°46',170.00,242.80,510.00,87.00,45.00,66.00,100.00,15.00,57.50,94.00,1.00,
9/20/1960,18.288,38°32',121°46',156.00,226.30,497.00,87.00,42.00,64.50,100.00,22.00,61.00,110.00,1.00,
9/21/1960,18.288,38°32',121°46',180.00,220.30,494.00,85.00,56.00,70.50,62.00,13.00,37.50,175.00,1.00,
9/22/1960,18.288,38°32',121°46',211.00,205.30,508.00,87.00,42.00,64.50,97.00,12.00,54.50,156.00,1.00,
9/23/1960,18.288,38°32',121°46',145.00,,483.00,88.00,50.00,69.00,78.00,14.00,46.00,61.00,1.00,
9/24/1960,18.288,38°32',121°46',149.00,250.30,471.00,95.00,55.00,75.00,69.00,18.00,43.50,54.00,1.00,
9/25/1960,18.288,38°32',121°46',162.00,248.80,479.00,96.00,57.00,76.50,65.00,21.00,43.00,52.00,1.00,
9/26/1960,18.288,38°32',121°46',160.00,197.80,384.00,93.00,56.00,74.50,93.00,19.00,56.00,117.00,0.73,0.01
9/27/1960,18.288,38°32',121°46',151.00,196.30,477.00,87.00,43.00,65.00,100.00,18.00,59.00,119.00,0.96,
9/28/1960,18.288,38°32',121°46',120.00,199.30,459.00,84.00,48.00,66.00,100.00,19.00,59.50,72.00,1.00,
9/29/1960,18.288,38°32',121°46',121.00,197.80,446.00,78.00,51.00,64.50,100.00,32.00,66.00,121.00,1.00,
9/30/1960,18.288,38°32',121°46',106.00,190.30,435.00,73.00,46.00,59.50,100.00,39.00,69.50,113.00,1.00,
10/1/1960,18.288,38°32',121°46',103.00,188.80,426.00,78.00,58.00,68.00,100.00,35.00,67.50,105.00,1.00,
10/2/1960,18.288,38°32',121°46',100.00,187.30,424.00,79.00,47.00,63.00,100.00,32.00,66.00,75.00,1.00,
10/3/1960,18.288,38°32',121°46',105.00,182.80,423.00,80.00,49.00,64.50,100.00,21.00,60.50,148.00,1.00,
10/4/1960,18.288,38°32',121°46',97.00,,428.00,80.00,53.00,66.50,100.00,36.00,68.00,46.00,1.00,
10/5/1960,18.288,38°32',121°46',70.00,,260.00,82.00,53.00,67.50,100.00,43.00,71.50,142.00,0.74,0.06
10/6/1960,18.288,38°32',121°46',107.00,119.90,265.00,75.00,48.00,61.50,100.00,51.00,75.50,167.00,0.85,
10/7/1960,18.288,38°32',121°46',108.00,152.90,334.00,75.00,47.00,61.00,82.00,48.00,65.00,149.00,0.79,
10/8/1960,18.288,38°32',121°46',221.00,160.40,438.00,72.00,53.00,62.50,42.00,23.00,32.50,453.00,1.00,
10/9/1960,18.288,38°32',121°46',228.00,,441.00,70.00,55.00,62.50,41.00,23.00,32.00,402.00,0.98,
10/10/1960,18.288,38°32',121°46',119.00,.,206.00,67.00,39.00,53.00,100.00,33.00,66.50,96.00,0.79,
10/11/1960,18.288,38°32',121°46',104.00,,380.00,79.00,38.00,58.50,100.00,33.00,66.50,63.00,1.00,
10/12/1960,18.288,38°32',121°46',98.00,185.80,384.00,71.00,43.00,57.00,83.00,35.00,59.00,48.00,1.00,
10/13/1960,18.288,38°32',121°46',122.00,130.40,320.00,73.00,44.00,58.50,57.00,27.00,42.00,98.00,1.00,
10/14/1960,18.288,38°32',121°46',197.00,134.90,415.00,78.00,42.00,60.00,38.00,20.00,29.00,257.00,1.00,
10/15/1960,18.288,38°32',121°46',214.00,94.40,371.00,82.00,47.00,64.50,55.00,18.00,36.50,272.00,0.98,
10/16/1960,18.288,38°32',121°46',128.00,140.90,396.00,85.00,41.00,63.00,76.00,24.00,50.00,77.00,1.00,
10/17/1960,18.288,38°32',121°46',110.00,133.40,372.00,83.00,39.00,61.00,100.00,28.00,64.00,74.00,1.00,
10/18/1960,18.288,38°32',121°46',102.00,134.90,366.00,76.00,41.00,58.50,100.00,26.00,63.00,95.00,1.00,
10/19/1960,18.288,38°32',121°46',90.00,152.90,340.00,78.00,42.00,60.00,82.00,24.00,53.00,45.00,1.00,
10/20/1960,18.288,38°32',121°46',88.00,167.80,340.00,81.00,46.00,63.50,87.00,24.00,55.50,41.00,1.00,
10/21/1960,18.288,38°32',121°46',79.00,148.40,306.00,82.00,47.00,64.50,100.00,20.00,60.00,28.00,0.97,
10/22/1960,18.288,38°32',121°46',97.00,154.40,332.00,84.00,50.00,67.00,100.00,40.00,70.00,105.00,1.00,
10/23/1960,18.288,38°32',121°46',100.00,112.40,347.00,72.00,46.00,59.00,100.00,40.00,70.00,117.00,0.95,
10/24/1960,18.288,38°32',121°46',88.00,155.90,349.00,72.00,42.00,57.00,94.00,35.00,64.50,89.00,0.95,
10/25/1960,18.288,38°32',121°46',93.00,118.40,350.00,74.00,52.00,63.00,32.00,23.00,27.50,148.00,0.67,
10/26/1960,18.288,38°32',121°46',126.00,118.40,340.00,70.00,56.00,63.00,32.00,16.00,24.00,338.00,0.90,
10/27/1960,18.288,38°32',121°46',149.00,98.90,319.00,74.00,60.00,67.00,68.00,21.00,44.50,231.00,0.89,
10/28/1960,18.288,38°32',121°46',146.00,109.40,336.00,80.00,41.00,60.50,76.00,19.00,47.50,204.00,1.00,
10/29/1960,18.288,38°32',121°46',114.00,118.40,336.00,80.00,41.00,60.50,73.00,22.00,47.50,105.00,1.00,
10/30/1960,18.288,38°32',121°46',80.00,139.40,319.00,82.00,45.00,63.50,76.00,22.00,49.00,32.00,1.00,
10/31/1960,18.288,38°32',121°46',85.00,,310.00,83.00,46.00,64.50,78.00,24.00,51.00,50.00,1.00,
11/1/1960,18.288,38°32',121°46',94.00,,307.00,81.00,46.00,63.50,62.00,25.00,43.50,66.00,1.00,
11/2/1960,18.288,38°32',121°46',87.00,,221.00,77.00,49.00,63.00,75.00,24.00,49.50,199.00,0.76,
11/3/1960,18.288,38°32',121°46',72.00,,22.00,56.00,48.00,52.00,100.00,92.00,96.00,139.00,0.02,0.38
11/4/1960,18.288,38°32',121°46',71.00,,308.00,67.00,44.00,55.50,93.00,25.00,59.00,101.00,0.84,
11/5/1960,18.288,38°32',121°46',32.00,,57.00,58.00,47.00,52.50,100.00,46.00,73.00,111.00,0.01,0.34
11/6/1960,18.288,38°32',121°46',33.00,,191.00,62.00,46.00,54.00,100.00,76.00,88.00,97.00,0.51,0.01
11/7/1960,18.288,38°32',121°46',42.00,,292.00,65.00,40.00,52.50,100.00,46.00,73.00,43.00,0.78,
11/8/1960,18.288,38°32',121°46',59.00,,328.00,65.00,37.00,51.00,100.00,30.00,65.00,37.00,0.80,
11/9/1960,18.288,38°32',121°46',42.00,.,246.00,65.00,40.00,52.50,100.00,39.00,69.50,24.00,1.00,
11/10/1960,18.288,38°32',121°46',63.00,,299.00,67.00,51.00,59.00,96.00,34.00,65.00,103.00,1.00,
11/11/1960,18.288,38°32',121°46',10.00,,46.00,58.00,50.00,54.00,100.00,92.00,96.00,211.00,0.03,0.58
11/12/1960,18.288,38°32',121°46',52.00,,141.00,59.00,49.00,54.00,100.00,62.00,81.00,346.00,0.16,0.47
11/13/1960,18.288,38°32',121°46',33.00,,155.00,58.00,38.00,48.00,100.00,58.00,79.00,128.00,0.31,0.23
11/14/1960,18.288,38°32',121°46',32.00,,171.00,56.00,47.00,51.50,100.00,68.00,84.00,94.00,0.53,
11/15/1960,18.288,38°32',121°46',24.00,,199.00,58.00,38.00,48.00,100.00,70.00,85.00,52.00,0.94,
11/16/1960,18.288,38°32',121°46',54.00,112.40,299.00,62.00,40.00,51.00,100.00,52.00,76.00,40.00,0.95,
11/17/1960,18.288,38°32',121°46',31.00,59.90,178.00,59.00,51.00,55.00,100.00,80.00,90.00,143.00,0.80,0.18
11/18/1960,18.288,38°32',121°46',88.00,,304.00,61.00,46.00,53.50,59.00,39.00,49.00,264.00,0.95,
11/19/1960,18.288,38°32',121°46',91.00,55.50,296.00,62.00,35.00,48.50,100.00,32.00,66.00,76.00,0.93,
11/20/1960,18.288,38°32',121°46',53.00,82.40,305.00,61.00,40.00,50.50,100.00,44.00,72.00,91.00,1.00,
11/21/1960,18.288,38°32',121°46',53.00,83.90,249.00,61.00,33.00,47.00,98.00,42.00,70.00,100.00,0.53,
11/22/1960,18.288,38°32',121°46',24.00,,147.00,53.00,32.00,42.50,100.00,55.00,77.50,46.00,0.74,
11/23/1960,18.288,38°32',121°46',39.00,,165.00,56.00,32.00,44.00,100.00,51.00,75.50,156.00,0.21,
11/24/1960,18.288,38°32',121°46',59.00,57.00,267.00,63.00,48.00,55.50,96.00,34.00,65.00,184.00,0.23,
11/25/1960,18.288,38°32',121°46',15.00,,94.00,58.00,42.00,50.00,100.00,67.00,83.50,150.00,0.03,1.62
11/26/1960,18.288,38°32',121°46',43.00,,228.00,57.00,32.00,44.50,100.00,37.00,68.50,78.00,0.65,
11/27/1960,18.288,38°32',121°46',30.00,64.40,223.00,49.00,31.00,40.00,100.00,86.00,93.00,63.00,0.00,
11/28/1960,18.288,38°32',121°46',28.00,61.40,222.00,49.00,37.00,43.00,100.00,66.00,83.00,66.00,0.17,
11/29/1960,18.288,38°32',121°46',14.00,,95.00,51.00,39.00,45.00,100.00,96.00,98.00,50.00,1.00,0.18
11/30/1960,18.288,38°32',121°46',46.00,,165.00,62.00,55.00,58.50,100.00,53.00,76.50,214.00,0.67,0.02
12/1/1960,18.288,38°32',121°46',10.00,,119.00,60.00,46.00,53.00,100.00,59.00,79.50,277.00,0.12,0.55
12/2/1960,18.288,38°32',121°46',19.00,,155.00,55.00,40.00,47.50,100.00,67.00,83.50,116.00,0.65,5.03
12/3/1960,18.288,38°32',121°46',52.00,51.00,280.00,57.00,37.00,47.00,100.00,44.00,72.00,79.00,0.75,
12/4/1960,18.288,38°32',121°46',16.00,,113.00,46.00,42.00,44.00,55.00,51.00,53.00,187.00,0.00,
12/5/1960,18.288,38°32',121°46',113.00,,280.00,53.00,37.00,45.00,53.00,38.00,45.50,398.00,1.00,
12/6/1960,18.288,38°32',121°46',96.00,,281.00,56.00,36.00,46.00,44.00,30.00,37.00,352.00,1.00,
12/7/1960,18.288,38°32',121°46',73.00,24.00,269.00,52.00,26.00,39.00,100.00,37.00,68.50,72.00,1.00,
12/8/1960,18.288,38°32',121°46',31.00,40.50,270.00,54.00,29.00,41.50,100.00,39.00,69.50,76.00,1.00,
12/9/1960,18.288,38°32',121°46',27.00,54.00,241.00,52.00,33.00,42.50,100.00,54.00,77.00,63.00,0.98,
12/10/1960,18.288,38°32',121°46',1.00,,54.00,44.00,41.00,42.50,100.00,84.00,92.00,168.00,0.10,0.30
12/11/1960,18.288,38°32',121°46',25.00,,263.00,57.00,36.00,46.50,100.00,57.00,78.50,78.00,1.00,
12/12/1960,18.288,38°32',121°46',10.00,68.90,91.00,45.00,42.00,43.50,100.00,95.00,97.50,60.00,0.88,
12/13/1960,18.288,38°32',121°46',16.00,51.00,78.00,47.00,38.00,42.50,100.00,69.00,84.50,65.00,0.00,
12/14/1960,18.288,38°32',121°46',12.00,28.50,67.00,45.00,40.00,42.50,100.00,85.00,92.50,67.00,0.03,0.02
12/15/1960,18.288,38°32',121°46',16.00,34.50,102.00,52.00,46.00,49.00,100.00,78.00,89.00,88.00,0.30,0.03
12/16/1960,18.288,38°32',121°46',5.00,,110.00,56.00,51.00,53.50,100.00,76.00,88.00,106.00,0.09,0.08
12/17/1960,18.288,38°32',121°46',29.00,,210.00,63.00,44.00,53.50,100.00,61.00,80.50,149.00,0.82,0.02
12/18/1960,18.288,38°32',121°46',16.00,,97.00,58.00,43.00,50.50,100.00,67.00,83.50,100.00,0.07,
12/19/1960,18.288,38°32',121°46',46.00,49.50,231.00,60.00,39.00,49.50,100.00,64.00,82.00,103.00,0.80,
12/20/1960,18.288,38°32',121°46',19.00,82.40,173.00,57.00,40.00,48.50,100.00,56.00,78.00,54.00,0.30,
12/21/1960,18.288,38°32',121°46',10.00,50.90,78.00,48.00,44.00,46.00,100.00,79.00,89.50,58.00,0.00,
12/22/1960,18.288,38°32',121°46',24.00,73.40,118.00,49.00,40.00,44.50,100.00,74.00,87.00,86.00,0.00,0.01
12/23/1960,18.288,38°32',121°46',17.00,54.00,73.00,45.00,40.00,42.50,100.00,96.00,98.00,60.00,0.00,
12/24/1960,18.288,38°32',121°46',17.00,45.00,57.00,42.00,37.00,39.50,100.00,100.00,100.00,44.00,0.00,
12/25/1960,18.288,38°32',121°46',7.00,40.50,58.00,42.00,37.00,39.50,100.00,100.00,100.00,46.00,0.00,
12/26/1960,18.288,38°32',121°46',10.00,37.50,52.00,41.00,34.00,37.50,100.00,100.00,100.00,71.00,0.00,
12/27/1960,18.288,38°32',121°46',73.00,48.00,230.00,58.00,45.00,51.50,48.00,30.00,39.00,382.00,0.83,
12/28/1960,18.288,38°32',121°46',106.00,,280.00,59.00,27.00,43.00,100.00,23.00,61.50,238.00,1.00,
12/29/1960,18.288,38°32',121°46',27.00,30.00,258.00,50.00,27.00,38.50,100.00,51.00,75.50,52.00,1.00,
12/30/1960,18.288,38°32',121°46',29.00,42.00,253.00,55.00,27.00,41.00,100.00,43.00,71.50,53.00,0.86,
12/31/1960,18.288,38°32',121°46',29.00,51.00,224.00,53.00,21.00,37.00,100.00,46.00,73.00,60.00,0.57,
1/1/1961,18.288,38°32',121°46',31.00,49.50,256.00,52.00,25.00,38.50,100.00,35.00,67.50,56.00,0.00,
1/2/1961,18.288,38°32',121°46',12.00,48.00,111.00,37.00,29.00,33.00,100.00,100.00,100.00,66.00,0.00,
1/3/1961,18.288,38°32',121°46',12.00,52.50,93.00,36.00,31.00,33.50,100.00,100.00,100.00,59.00,0.00,0.04
1/4/1961,18.288,38°32',121°46',12.00,,81.00,37.00,28.00,32.50,100.00,96.00,98.00,59.00,0.00,
1/5/1961,18.288,38°32',121°46',5.00,33.00,55.00,31.00,29.00,30.00,100.00,100.00,100.00,47.00,0.00,
1/6/1961,18.288,38°32',121°46',15.00,48.00,67.00,35.00,29.00,32.00,100.00,92.00,96.00,62.00,0.00,
1/7/1961,18.288,38°32',121°46',24.00,71.90,174.00,45.00,39.00,42.00,100.00,72.00,86.00,129.00,0.48,
1/8/1961,18.288,38°32',121°46',17.00,82.40,133.00,49.00,38.00,43.50,100.00,90.00,95.00,56.00,0.23,
1/9/1961,18.288,38°32',121°46',31.00,73.40,228.00,60.00,37.00,48.50,100.00,55.00,77.50,121.00,0.61,
1/10/1961,18.288,38°32',121°46',24.00,58.50,205.00,56.00,34.00,45.00,100.00,64.00,82.00,47.00,0.12,
1/11/1961,18.288,38°32',121°46',7.00,77.90,77.00,46.00,40.00,43.00,100.00,100.00,100.00,80.00,0.00,
1/12/1961,18.288,38°32',121°46',31.00,82.40,212.00,54.00,41.00,47.50,100.00,62.00,81.00,107.00,0.34,0.01
1/13/1961,18.288,38°32',121°46',10.00,,58.00,44.00,41.00,42.50,100.00,91.00,95.50,74.00,0.00,
1/14/1961,18.288,38°32',121°46',17.00,57.00,90.00,46.00,40.00,43.00,97.00,77.00,87.00,49.00,0.00,
1/15/1961,18.288,38°32',121°46',17.00,54.00,70.00,44.00,40.00,42.00,100.00,80.00,90.00,52.00,0.00,
1/16/1961,18.288,38°32',121°46',10.00,42.00,52.00,43.00,40.00,41.50,100.00,88.00,94.00,62.00,0.00,
1/17/1961,18.288,38°32',121°46',17.00,55.50,123.00,45.00,31.00,38.00,100.00,72.00,86.00,54.00,0.00,
1/18/1961,18.288,38°32',121°46',17.00,62.90,123.00,42.00,36.00,39.00,100.00,88.00,94.00,76.00,0.02,
1/19/1961,18.288,38°32',121°46',17.00,70.40,131.00,45.00,34.00,39.50,100.00,76.00,88.00,55.00,0.01,
1/20/1961,18.288,38°32',121°46',17.00,79.40,160.00,43.00,29.00,36.00,100.00,76.00,88.00,66.00,0.30,
1/21/1961,18.288,38°32',121°46',16.00,57.00,154.00,46.00,31.00,38.50,100.00,68.00,84.00,77.00,0.33,
1/22/1961,18.288,38°32',121°46',41.00,120.00,274.00,60.00,48.00,54.00,100.00,26.00,63.00,49.00,0.72,0.16
1/23/1961,18.288,38°32',121°46',14.00,,64.00,53.00,35.00,44.00,100.00,86.00,93.00,116.00,0.00,0.17
1/24/1961,18.288,38°32',121°46',27.00,129.00,267.00,55.00,49.00,52.00,100.00,71.00,85.50,56.00,0.00,
1/25/1961,18.288,38°32',121°46',22.00,,79.00,51.00,48.00,49.50,100.00,89.00,94.50,125.00,0.43,1.16
1/26/1961,18.288,38°32',121°46',15.00,,141.00,58.00,39.00,48.50,100.00,88.00,94.00,98.00,0.11,0.34
1/27/1961,18.288,38°32',121°46',36.00,127.30,253.00,58.00,39.00,48.50,55.00,78.00,66.50,38.00,0.56,
1/28/1961,18.288,38°32',121°46',35.00,127.40,230.00,57.00,48.00,52.50,64.00,82.00,73.00,20.00,0.66,0.29
1/29/1961,18.288,38°32',121°46',17.00,,50.00,51.00,48.00,49.50,82.00,91.00,86.50,153.00,0.00,0.54
1/30/1961,18.288,38°32',121°46',48.00,,197.00,60.00,54.00,57.00,49.00,75.00,62.00,98.00,0.58,0.70
1/31/1961,18.288,38°32',121°46',14.00,,90.00,60.00,54.00,57.00,82.00,91.00,86.50,55.00,0.06,0.18
2/1/1961,18.288,38°32',121°46',32.00,62.90,185.00,62.00,49.00,55.50,100.00,59.00,79.50,13.00,0.30,0.54
2/2/1961,18.288,38°32',121°46',9.00,-20.90,65.00,57.00,48.00,52.50,100.00,97.00,98.50,15.00,,0.33
2/3/1961,18.288,38°32',121°46',47.00,107.90,225.00,61.00,43.00,52.00,97.00,53.00,75.00,72.00,0.48,
2/4/1961,18.288,38°32',121°46',70.00,116.90,358.00,65.00,39.00,52.00,100.00,37.00,68.50,83.00,1.00,
2/5/1961,18.288,38°32',121°46',42.00,121.40,241.00,61.00,50.00,55.50,100.00,59.00,79.50,82.00,0.74,
2/6/1961,18.288,38°32',121°46',47.00,,249.00,64.00,40.00,52.00,100.00,53.00,76.50,78.00,0.36,0.03
2/7/1961,18.288,38°32',121°46',70.00,,304.00,61.00,49.00,55.00,95.00,37.00,66.00,115.00,0.71,0.39
2/8/1961,18.288,38°32',121°46',36.00,,134.00,62.00,52.00,57.00,100.00,35.00,67.50,90.00,0.00,0.29
2/9/1961,18.288,38°32',121°46',21.00,,73.00,57.00,51.00,54.00,100.00,80.00,90.00,117.00,0.00,0.05
2/10/1961,18.288,38°32',121°46',56.00,43.50,212.00,60.00,49.00,54.50,100.00,59.00,79.50,220.00,0.23,0.12
2/11/1961,18.288,38°32',121°46',68.00,,275.00,60.00,37.00,48.50,100.00,43.00,71.50,142.00,0.76,0.01
2/12/1961,18.288,38°32',121°46',66.00,116.90,345.00,58.00,44.00,51.00,100.00,39.00,69.50,65.00,0.98,0.01
2/13/1961,18.288,38°32',121°46',41.00,,169.00,57.00,37.00,47.00,100.00,64.00,82.00,88.00,0.81,0.03
2/14/1961,18.288,38°32',121°46',29.00,77.90,188.00,57.00,48.00,52.50,100.00,68.00,84.00,113.00,0.24,
2/15/1961,18.288,38°32',121°46',37.00,,169.00,62.00,39.00,50.50,100.00,48.00,74.00,127.00,0.42,0.08
2/16/1961,18.288,38°32',121°46',122.00,124.40,414.00,58.00,32.00,45.00,100.00,32.00,66.00,214.00,1.00,
2/17/1961,18.288,38°32',121°46',82.00,151.40,398.00,61.00,36.00,48.50,100.00,32.00,66.00,156.00,0.93,
2/18/1961,18.288,38°32',121°46',119.00,118.90,430.00,58.00,33.00,45.50,98.00,26.00,62.00,195.00,1.00,
2/19/1961,18.288,38°32',121°46',90.00,172.30,419.00,63.00,33.00,48.00,100.00,32.00,66.00,41.00,1.00,
2/20/1961,18.288,38°32',121°46',87.00,191.80,418.00,68.00,38.00,53.00,100.00,37.00,68.50,62.00,1.00,
2/21/1961,18.288,38°32',121°46',84.00,187.30,401.00,70.00,42.00,56.00,100.00,27.00,63.50,54.00,1.00,
2/22/1961,18.288,38°32',121°46',121.00,149.90,436.00,62.00,41.00,51.50,65.00,16.00,40.50,263.00,1.00,
2/23/1961,18.288,38°32',121°46',143.00,139.40,381.00,62.00,36.00,49.00,100.00,21.00,60.50,162.00,0.90,
2/24/1961,18.288,38°32',121°46',58.00,71.90,229.00,62.00,42.00,52.00,96.00,31.00,63.50,103.00,0.68,
2/25/1961,18.288,38°32',121°46',76.00,137.90,326.00,61.00,35.00,48.00,97.00,23.00,60.00,147.00,0.43,
2/26/1961,18.288,38°32',121°46',120.00,137.90,464.00,60.00,35.00,47.50,93.00,19.00,56.00,219.00,1.00,0.01
2/27/1961,18.288,38°32',121°46',81.00,158.80,396.00,64.00,40.00,52.00,99.00,25.00,62.00,122.00,0.83,
2/28/1961,18.288,38°32',121°46',129.00,154.40,428.00,69.00,41.00,55.00,100.00,20.00,60.00,194.00,1.00,
3/1/1961,18.288,38°32',121°46',97.00,,423.00,73.00,48.00,60.50,93.00,30.00,61.50,105.00,0.94,
3/2/1961,18.288,38°32',121°46',104.00,,408.00,65.00,42.00,53.50,92.00,26.00,59.00,215.00,0.83,
3/3/1961,18.288,38°32',121°46',105.00,128.90,364.00,60.00,43.00,51.50,82.00,21.00,51.50,178.00,0.71,
3/4/1961,18.288,38°32',121°46',80.00,193.30,440.00,59.00,43.00,51.00,100.00,35.00,67.50,155.00,0.86,0.01
3/5/1961,18.288,38°32',121°46',22.00,,132.00,56.00,42.00,49.00,100.00,61.00,80.50,179.00,0.08,0.07
3/6/1961,18.288,38°32',121°46',105.00,184.30,452.00,61.00,28.00,44.50,100.00,31.00,65.50,113.00,0.70,
3/7/1961,18.288,38°32',121°46',77.00,212.80,433.00,60.00,39.00,49.50,98.00,31.00,64.50,73.00,0.87,
3/8/1961,18.288,38°32',121°46',79.00,,358.00,65.00,33.00,49.00,100.00,33.00,66.50,151.00,0.49,0.26
3/9/1961,18.288,38°32',121°46',98.00,181.30,495.00,60.00,43.00,51.50,100.00,37.00,68.50,144.00,0.95,
3/10/1961,18.288,38°32',121°46',97.00,182.80,462.00,63.00,44.00,53.50,100.00,28.00,64.00,142.00,0.92,
3/11/1961,18.288,38°32',121°46',110.00,172.30,423.00,64.00,43.00,53.50,100.00,28.00,64.00,147.00,0.59,
3/12/1961,18.288,38°32',121°46',90.00,199.30,372.00,66.00,45.00,55.50,100.00,27.00,63.50,54.00,0.37,
3/13/1961,18.288,38°32',121°46',91.00,202.30,410.00,68.00,45.00,56.50,100.00,40.00,70.00,103.00,0.47,
3/14/1961,18.288,38°32',121°46',80.00,,294.00,67.00,44.00,55.50,100.00,40.00,70.00,269.00,0.32,1.05
3/15/1961,18.288,38°32',121°46',97.00,,426.00,62.00,36.00,49.00,100.00,36.00,68.00,120.00,0.71,0.02
3/16/1961,18.288,38°32',121°46',47.00,,225.00,56.00,44.00,50.00,100.00,55.00,77.50,145.00,0.29,0.34
3/17/1961,18.288,38°32',121°46',81.00,,428.00,61.00,39.00,50.00,100.00,32.00,66.00,128.00,0.78,0.02
3/18/1961,18.288,38°32',121°46',119.00,209.80,518.00,65.00,43.00,54.00,100.00,27.00,63.50,179.00,1.00,
3/19/1961,18.288,38°32',121°46',48.00,,232.00,60.00,36.00,48.00,100.00,44.00,72.00,135.00,0.33,0.03
3/20/1961,18.288,38°32',121°46',121.00,245.80,534.00,61.00,33.00,47.00,100.00,22.00,61.00,104.00,1.00,
3/21/1961,18.288,38°32',121°46',115.00,254.80,538.00,67.00,41.00,54.00,100.00,22.00,61.00,80.00,1.00,
3/22/1961,18.288,38°32',121°46',94.00,,332.00,68.00,46.00,57.00,100.00,47.00,73.50,150.00,0.60,0.03
3/23/1961,18.288,38°32',121°46',120.00,232.30,540.00,66.00,46.00,56.00,100.00,31.00,65.50,116.00,0.80,
3/24/1961,18.288,38°32',121°46',35.00,,207.00,59.00,36.00,47.50,100.00,52.00,76.00,188.00,0.19,0.23
3/25/1961,18.288,38°32',121°46',108.00,211.30,270.00,62.00,45.00,53.50,100.00,27.00,63.50,137.00,0.86,0.03
3/26/1961,18.288,38°32',121°46',56.00,,117.00,58.00,46.00,52.00,100.00,50.00,75.00,208.00,0.00,0.02
3/27/1961,18.288,38°32',121°46',59.00,,242.00,59.00,44.00,51.50,100.00,56.00,78.00,242.00,0.10,0.35
3/28/1961,18.288,38°32',121°46',188.00,298.20,582.00,66.00,44.00,55.00,68.00,26.00,47.00,267.00,0.99,
3/29/1961,18.288,38°32',121°46',177.00,269.70,581.00,74.00,41.00,57.50,100.00,32.00,66.00,170.00,1.00,
3/30/1961,18.288,38°32',121°46',129.00,250.30,560.00,72.00,40.00,56.00,100.00,38.00,69.00,116.00,1.00,
3/31/1961,18.288,38°32',121°46',124.00,232.30,54.00,71.00,44.00,57.50,100.00,38.00,69.00,86.00,1.00,
4/1/1961,18.288,38°32',121°46',139.00,265.30,500.00,79.00,48.00,63.50,100.00,30.00,65.00,178.00,1.00,
4/2/1961,18.288,38°32',121°46',144.00,328.30,566.00,81.00,52.00,66.50,100.00,38.00,69.00,45.00,1.00,
4/3/1961,18.288,38°32',121°46',182.00,338.70,570.00,85.00,58.00,71.50,100.00,24.00,62.00,129.00,1.00,
4/4/1961,18.288,38°32',121°46',272.00,259.30,548.00,78.00,59.00,68.50,42.00,14.00,28.00,417.00,0.99,
4/5/1961,18.288,38°32',121°46',261.00,275.70,608.00,78.00,43.00,60.50,74.00,14.00,44.00,208.00,1.00,
4/6/1961,18.288,38°32',121°46',187.00,299.70,600.00,73.00,41.00,57.00,100.00,22.00,61.00,185.00,1.00,
4/7/1961,18.288,38°32',121°46',180.00,286.20,625.00,74.00,41.00,57.50,82.00,12.00,47.00,253.00,1.00,
4/8/1961,18.288,38°32',121°46',177.00,289.20,300.00,79.00,43.00,61.00,100.00,16.00,58.00,101.00,1.00,
4/9/1961,18.288,38°32',121°46',145.00,305.70,606.00,75.00,50.00,62.50,84.00,24.00,54.00,152.00,1.00,
4/10/1961,18.288,38°32',121°46',212.00,283.20,634.00,77.00,48.00,62.50,54.00,8.00,31.00,251.00,1.00,
4/11/1961,18.288,38°32',121°46',179.00,278.70,591.00,81.00,51.00,66.00,74.00,14.00,44.00,162.00,0.99,
4/12/1961,18.288,38°32',121°46',91.00,,470.00,64.00,36.00,50.00,92.00,22.00,57.00,159.00,0.93,0.05
4/13/1961,18.288,38°32',121°46',144.00,325.20,640.00,71.00,43.00,57.00,76.00,18.00,47.00,103.00,1.00,
4/14/1961,18.288,38°32',121°46',200.00,,650.00,79.00,44.00,61.50,62.00,4.00,33.00,191.00,1.00,
4/15/1961,18.288,38°32',121°46',163.00,,621.00,85.00,48.00,66.50,86.00,14.00,50.00,76.00,1.00,
4/16/1961,18.288,38°32',121°46',184.00,326.70,621.00,85.00,46.00,65.50,87.00,20.00,53.50,100.00,0.97,
4/17/1961,18.288,38°32',121°46',145.00,251.80,499.00,73.00,44.00,58.50,100.00,46.00,73.00,204.00,0.96,
4/18/1961,18.288,38°32',121°46',168.00,316.20,619.00,64.00,33.00,48.50,88.00,40.00,64.00,161.00,0.93,
4/19/1961,18.288,38°32',121°46',142.00,287.70,680.00,65.00,35.00,50.00,100.00,24.00,62.00,105.00,1.00,
4/20/1961,18.288,38°32',121°46',131.00,,525.00,65.00,42.00,53.50,100.00,32.00,66.00,128.00,1.00,
4/21/1961,18.288,38°32',121°46',74.00,,259.00,58.00,39.00,48.50,100.00,54.00,77.00,236.00,0.45,0.39
4/22/1961,18.288,38°32',121°46',29.00,,333.00,54.00,42.00,48.00,100.00,58.00,79.00,211.00,0.37,0.07
4/23/1961,18.288,38°32',121°46',92.00,"
 ",511.00,59.00,39.00,49.00,100.00,42.00,71.00,60.00,0.55,0.01
